Time Interval,Left Hand X,Left Hand Y,Left Hand Z,Right Hand X,Right Hand Y,Right Hand Z,Left Wrist X,Left Wrist Y,Left Wrist Z,Right Wrist X,Right Wrist Y,Right Wrist Z,Left Elbow X,Left Elbow Y,Left Elbow Z,Right Elbow X,Right Elbow Y,Right Elbow Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder X,Right Shoulder Y,Right Shoulder Z,Center Shoulder X,Center Shoulder Y,Center Shoulder Z,Head X,Head Y,Head Z
332776255,-0.02,-0.05,1.52,0.00,-0.09,1.49,0.04,-0.10,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.10,0.12,1.75,0.11,0.32,1.76,
332776291,-0.02,-0.05,1.52,0.00,-0.09,1.49,0.04,-0.10,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.10,0.12,1.75,0.11,0.32,1.76,
332776323,-0.02,-0.05,1.52,0.00,-0.09,1.49,0.04,-0.10,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.10,0.12,1.75,0.11,0.32,1.76,
332776355,-0.02,-0.05,1.52,0.00,-0.09,1.49,0.04,-0.10,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.10,0.12,1.75,0.11,0.32,1.76,
332776391,-0.02,-0.05,1.52,0.00,-0.09,1.49,0.04,-0.10,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.10,0.12,1.75,0.11,0.32,1.76,
332776423,0.24,-0.08,1.48,0.00,-0.09,1.49,0.16,-0.13,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.10,0.12,1.75,0.11,0.32,1.76,
332776459,-0.02,-0.06,1.52,0.06,-0.08,1.50,0.04,-0.11,1.50,0.12,-0.11,1.51,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.11,0.12,1.76,0.11,0.32,1.76,
332776491,-0.02,-0.06,1.52,0.06,-0.08,1.50,0.04,-0.11,1.50,0.12,-0.11,1.51,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.11,0.12,1.76,0.11,0.32,1.76,
332776523,-0.02,-0.06,1.52,0.06,-0.08,1.50,0.04,-0.11,1.50,0.12,-0.11,1.51,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.11,0.12,1.76,0.11,0.32,1.76,
332776559,-0.02,-0.06,1.52,0.00,-0.09,1.50,0.04,-0.11,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.50,-0.06,-0.02,1.63,0.26,-0.02,1.67,0.11,0.12,1.76,0.11,0.32,1.76,
332776591,-0.02,-0.06,1.52,0.00,-0.09,1.50,0.04,-0.11,1.50,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.51,-0.06,-0.02,1.63,0.26,-0.02,1.68,0.11,0.12,1.76,0.11,0.32,1.76,
332776623,-0.02,-0.06,1.52,0.00,-0.09,1.50,0.04,-0.11,1.51,0.06,-0.12,1.50,-0.08,-0.31,1.57,0.33,-0.18,1.51,-0.06,-0.02,1.63,0.26,-0.02,1.68,0.11,0.12,1.76,0.11,0.32,1.76,
332776659,-0.02,-0.05,1.53,0.00,-0.09,1.50,0.04,-0.10,1.51,0.06,-0.12,1.50,-0.08,-0.31,1.58,0.33,-0.18,1.51,-0.06,-0.02,1.63,0.26,-0.02,1.68,0.11,0.12,1.76,0.11,0.32,1.76,
332776691,-0.02,-0.05,1.53,0.00,-0.09,1.50,0.04,-0.10,1.51,0.06,-0.12,1.50,-0.08,-0.31,1.58,0.33,-0.18,1.51,-0.06,-0.02,1.64,0.26,-0.02,1.68,0.11,0.12,1.76,0.11,0.32,1.76,
332776723,-0.02,-0.05,1.53,0.00,-0.09,1.50,0.04,-0.10,1.51,0.06,-0.12,1.50,-0.08,-0.31,1.58,0.33,-0.18,1.51,-0.06,-0.02,1.64,0.26,-0.02,1.68,0.11,0.12,1.76,0.11,0.32,1.76,
332776759,0.25,-0.08,1.48,0.06,-0.08,1.51,0.16,-0.14,1.50,0.12,-0.11,1.52,-0.08,-0.31,1.58,0.33,-0.18,1.51,-0.06,-0.02,1.64,0.27,-0.02,1.68,0.11,0.12,1.76,0.11,0.32,1.76,
332776791,0.09,-0.07,1.48,0.06,-0.08,1.51,0.05,-0.13,1.50,0.12,-0.11,1.52,-0.08,-0.31,1.58,0.33,-0.18,1.51,-0.06,-0.02,1.64,0.27,-0.02,1.68,0.11,0.12,1.76,0.12,0.32,1.76,
332776823,0.09,-0.08,1.47,0.06,-0.08,1.51,0.05,-0.14,1.50,0.12,-0.11,1.52,-0.08,-0.31,1.59,0.33,-0.18,1.51,-0.06,-0.02,1.64,0.27,-0.02,1.68,0.11,0.12,1.76,0.12,0.32,1.76,
332776859,0.10,-0.07,1.49,-0.01,-0.10,1.50,0.06,-0.13,1.51,0.05,-0.13,1.50,-0.08,-0.31,1.59,0.33,-0.18,1.51,-0.06,-0.02,1.64,0.27,-0.01,1.69,0.11,0.12,1.76,0.12,0.32,1.76,
332776891,0.26,-0.11,1.48,-0.01,-0.10,1.50,0.18,-0.16,1.51,0.05,-0.13,1.50,-0.08,-0.31,1.59,0.33,-0.17,1.52,-0.05,-0.02,1.64,0.27,-0.01,1.69,0.11,0.12,1.76,0.12,0.32,1.76,
332776923,0.30,-0.12,1.48,0.00,-0.11,1.50,0.20,-0.15,1.50,0.06,-0.14,1.51,-0.08,-0.23,1.56,0.33,-0.17,1.52,-0.05,-0.02,1.64,0.27,-0.01,1.69,0.11,0.12,1.76,0.12,0.32,1.76,
332776959,0.30,-0.12,1.48,0.08,-0.08,1.51,0.20,-0.15,1.50,0.12,-0.11,1.52,-0.08,-0.23,1.56,0.33,-0.17,1.52,-0.05,-0.01,1.64,0.27,-0.01,1.69,0.11,0.12,1.76,0.13,0.32,1.76,
332776991,0.30,-0.12,1.48,0.08,-0.02,1.49,0.20,-0.15,1.50,0.14,-0.06,1.50,-0.08,-0.23,1.56,0.33,-0.17,1.52,-0.05,-0.01,1.65,0.27,-0.01,1.69,0.11,0.12,1.76,0.13,0.32,1.75,
332777023,0.29,-0.12,1.48,0.11,-0.08,1.50,0.20,-0.15,1.50,0.12,-0.09,1.51,-0.07,-0.23,1.56,0.33,-0.16,1.53,-0.05,-0.01,1.65,0.28,0.00,1.70,0.11,0.12,1.75,0.13,0.32,1.75,
332777059,0.30,-0.12,1.48,0.11,-0.08,1.50,0.20,-0.14,1.50,0.12,-0.09,1.51,-0.07,-0.23,1.56,0.33,-0.17,1.53,-0.05,-0.01,1.65,0.28,0.00,1.70,0.11,0.12,1.75,0.13,0.32,1.75,
332777091,0.30,-0.11,1.48,0.04,-0.14,1.46,0.20,-0.14,1.50,0.12,-0.15,1.48,-0.07,-0.23,1.56,0.34,-0.17,1.53,-0.05,-0.01,1.65,0.28,0.00,1.70,0.11,0.12,1.75,0.13,0.32,1.75,
332777123,0.30,-0.11,1.48,0.26,-0.09,1.51,0.21,-0.14,1.50,0.13,-0.10,1.50,-0.07,-0.23,1.56,0.34,-0.17,1.54,-0.05,-0.01,1.65,0.28,0.00,1.70,0.12,0.12,1.75,0.14,0.32,1.75,
332777159,0.16,-0.04,1.49,0.26,-0.09,1.51,0.10,-0.09,1.51,0.14,-0.08,1.49,-0.07,-0.22,1.56,0.34,-0.16,1.54,-0.05,-0.01,1.65,0.29,0.00,1.71,0.12,0.12,1.75,0.14,0.32,1.74,
332777191,0.16,-0.04,1.49,0.06,-0.08,1.48,0.10,-0.09,1.50,0.13,-0.10,1.49,-0.07,-0.22,1.56,0.35,-0.17,1.54,-0.04,-0.01,1.65,0.29,0.00,1.71,0.12,0.12,1.75,0.14,0.32,1.74,
332777223,0.15,-0.04,1.47,0.25,-0.10,1.50,0.09,-0.09,1.49,0.16,-0.09,1.47,-0.07,-0.22,1.56,0.35,-0.17,1.55,-0.04,-0.01,1.65,0.30,0.00,1.71,0.12,0.12,1.75,0.15,0.32,1.74,
332777259,0.16,-0.04,1.46,0.21,-0.11,1.47,0.09,-0.08,1.47,0.19,-0.08,1.44,-0.09,-0.20,1.53,0.36,-0.17,1.56,-0.04,-0.01,1.65,0.30,0.00,1.71,0.12,0.12,1.75,0.15,0.32,1.74,
332777291,0.20,-0.05,1.42,0.12,-0.08,1.43,0.13,-0.09,1.44,0.18,-0.10,1.45,-0.09,-0.19,1.53,0.37,-0.18,1.57,-0.04,0.00,1.66,0.30,0.00,1.71,0.12,0.12,1.74,0.15,0.32,1.73,
332777323,0.21,-0.06,1.39,0.12,-0.08,1.42,0.13,-0.09,1.43,0.18,-0.11,1.45,-0.09,-0.19,1.53,0.38,-0.18,1.58,-0.04,0.00,1.67,0.31,0.00,1.71,0.13,0.12,1.74,0.16,0.32,1.73,
332777359,0.23,-0.11,1.34,0.17,-0.10,1.39,0.15,-0.12,1.38,0.24,-0.13,1.43,-0.10,-0.18,1.54,0.39,-0.19,1.59,-0.04,0.00,1.67,0.31,0.00,1.72,0.13,0.12,1.74,0.16,0.32,1.73,
332777391,0.18,-0.17,1.45,0.20,-0.14,1.37,0.11,-0.17,1.47,0.20,-0.16,1.45,-0.11,-0.18,1.54,0.40,-0.20,1.60,-0.04,0.00,1.67,0.32,0.00,1.72,0.13,0.12,1.74,0.16,0.32,1.73,
332777423,0.18,-0.18,1.43,0.25,-0.17,1.36,0.10,-0.18,1.46,0.13,-0.19,1.46,-0.12,-0.18,1.55,0.40,-0.21,1.61,-0.04,0.00,1.67,0.32,0.00,1.72,0.14,0.12,1.74,0.17,0.32,1.73,
332777459,0.10,-0.20,1.43,0.29,-0.21,1.36,0.06,-0.20,1.44,0.30,-0.21,1.36,-0.13,-0.18,1.57,0.42,-0.21,1.63,-0.04,0.00,1.68,0.33,-0.01,1.72,0.14,0.12,1.74,0.17,0.33,1.72,
332777491,0.07,-0.21,1.41,0.34,-0.24,1.37,0.03,-0.22,1.42,0.33,-0.25,1.37,-0.14,-0.18,1.58,0.40,-0.21,1.66,-0.04,0.00,1.68,0.33,-0.01,1.73,0.14,0.12,1.73,0.18,0.33,1.72,
332777523,0.03,-0.22,1.39,0.37,-0.26,1.38,-0.03,-0.24,1.42,0.37,-0.26,1.40,-0.16,-0.18,1.60,0.40,-0.21,1.67,-0.03,0.00,1.68,0.33,-0.01,1.73,0.15,0.12,1.73,0.18,0.33,1.72,
332777559,-0.01,-0.22,1.38,0.41,-0.28,1.40,-0.05,-0.24,1.42,0.41,-0.28,1.45,-0.16,-0.18,1.61,0.42,-0.23,1.68,-0.03,0.01,1.68,0.34,-0.01,1.73,0.16,0.12,1.73,0.19,0.33,1.72,
332777591,-0.06,-0.23,1.37,0.43,-0.29,1.41,-0.08,-0.23,1.43,0.44,-0.30,1.46,-0.17,-0.17,1.64,0.42,-0.23,1.68,-0.03,0.01,1.68,0.34,-0.01,1.73,0.16,0.12,1.72,0.19,0.33,1.71,
332777627,-0.09,-0.24,1.37,0.45,-0.31,1.43,-0.09,-0.23,1.41,0.44,-0.30,1.46,-0.18,-0.18,1.62,0.43,-0.24,1.69,-0.02,0.01,1.68,0.34,-0.01,1.73,0.16,0.12,1.72,0.20,0.33,1.71,
332777659,-0.12,-0.24,1.37,0.47,-0.31,1.44,-0.14,-0.23,1.40,0.46,-0.31,1.47,-0.15,-0.17,1.67,0.43,-0.24,1.69,-0.02,0.01,1.68,0.35,-0.01,1.73,0.16,0.12,1.72,0.20,0.33,1.71,
332777691,-0.17,-0.24,1.40,0.48,-0.31,1.44,-0.16,-0.23,1.40,0.48,-0.32,1.47,-0.14,-0.19,1.65,0.43,-0.24,1.69,-0.01,0.01,1.68,0.36,-0.01,1.72,0.17,0.12,1.72,0.21,0.33,1.70,
332777727,-0.17,-0.24,1.40,0.49,-0.30,1.44,-0.20,-0.22,1.44,0.49,-0.30,1.47,-0.13,-0.21,1.67,0.44,-0.24,1.69,-0.01,0.01,1.68,0.36,-0.01,1.72,0.17,0.12,1.72,0.21,0.33,1.70,
332777759,-0.20,-0.23,1.42,0.50,-0.30,1.44,-0.20,-0.22,1.46,0.50,-0.30,1.47,-0.12,-0.22,1.68,0.44,-0.24,1.69,0.00,0.00,1.68,0.36,-0.01,1.72,0.18,0.12,1.71,0.21,0.33,1.70,
332777791,-0.21,-0.23,1.43,0.51,-0.29,1.42,-0.23,-0.23,1.48,0.50,-0.30,1.47,-0.12,-0.22,1.68,0.45,-0.23,1.69,0.00,0.00,1.68,0.37,-0.01,1.72,0.19,0.12,1.71,0.21,0.33,1.70,
332777827,-0.22,-0.23,1.43,0.52,-0.28,1.41,-0.22,-0.23,1.48,0.51,-0.28,1.46,-0.11,-0.23,1.68,0.45,-0.23,1.68,0.00,0.00,1.69,0.37,-0.01,1.72,0.19,0.12,1.71,0.22,0.33,1.69,
332777859,-0.23,-0.23,1.43,0.52,-0.27,1.40,-0.22,-0.23,1.48,0.52,-0.28,1.44,-0.10,-0.23,1.68,0.46,-0.23,1.67,0.00,0.00,1.69,0.38,-0.01,1.71,0.19,0.12,1.71,0.22,0.33,1.69,
332777891,-0.23,-0.23,1.43,0.52,-0.25,1.38,-0.22,-0.23,1.49,0.52,-0.27,1.43,-0.09,-0.23,1.68,0.47,-0.23,1.65,0.01,0.00,1.69,0.38,-0.01,1.71,0.19,0.12,1.71,0.22,0.33,1.69,
332777927,-0.24,-0.22,1.45,0.52,-0.24,1.37,-0.22,-0.23,1.52,0.52,-0.26,1.42,-0.07,-0.25,1.69,0.47,-0.23,1.64,0.01,0.00,1.69,0.39,-0.01,1.70,0.19,0.12,1.71,0.22,0.33,1.69,
332777959,-0.25,-0.22,1.44,0.52,-0.23,1.35,-0.22,-0.23,1.50,0.52,-0.25,1.41,-0.08,-0.24,1.68,0.47,-0.23,1.64,0.01,0.00,1.69,0.39,-0.01,1.70,0.19,0.12,1.71,0.22,0.33,1.69,
332777991,-0.25,-0.22,1.44,0.52,-0.21,1.34,-0.22,-0.22,1.49,0.53,-0.24,1.40,-0.08,-0.24,1.67,0.47,-0.22,1.63,0.01,0.00,1.68,0.39,-0.01,1.69,0.20,0.12,1.70,0.22,0.33,1.68,
332778027,-0.25,-0.22,1.43,0.52,-0.20,1.33,-0.22,-0.22,1.49,0.52,-0.21,1.39,-0.08,-0.25,1.67,0.47,-0.22,1.62,0.01,0.00,1.68,0.39,-0.01,1.69,0.20,0.11,1.70,0.21,0.33,1.68,
332778059,-0.26,-0.21,1.43,0.52,-0.19,1.33,-0.23,-0.22,1.49,0.51,-0.20,1.39,-0.08,-0.25,1.67,0.47,-0.22,1.61,0.01,-0.01,1.68,0.38,-0.01,1.68,0.20,0.11,1.70,0.21,0.33,1.68,
332778091,-0.27,-0.21,1.42,0.52,-0.18,1.33,-0.23,-0.22,1.48,0.51,-0.19,1.38,-0.09,-0.25,1.66,0.46,-0.22,1.61,0.00,-0.01,1.68,0.38,-0.01,1.68,0.20,0.12,1.70,0.20,0.33,1.68,
332778127,-0.28,-0.20,1.41,0.51,-0.17,1.33,-0.24,-0.22,1.47,0.51,-0.18,1.38,-0.10,-0.25,1.65,0.46,-0.22,1.61,0.00,-0.01,1.67,0.37,-0.01,1.67,0.20,0.12,1.69,0.20,0.33,1.67,
332778159,-0.28,-0.20,1.41,0.51,-0.17,1.32,-0.25,-0.22,1.47,0.50,-0.18,1.38,-0.10,-0.25,1.65,0.45,-0.22,1.60,-0.01,-0.01,1.67,0.37,-0.01,1.67,0.18,0.12,1.68,0.19,0.33,1.67,
332778191,-0.29,-0.20,1.40,0.51,-0.16,1.32,-0.26,-0.22,1.46,0.50,-0.18,1.38,-0.11,-0.25,1.64,0.44,-0.22,1.60,-0.02,-0.01,1.66,0.36,-0.01,1.67,0.17,0.12,1.68,0.18,0.33,1.66,
332778227,-0.30,-0.20,1.39,0.50,-0.15,1.32,-0.27,-0.22,1.46,0.49,-0.17,1.38,-0.12,-0.25,1.63,0.43,-0.22,1.60,-0.03,-0.01,1.65,0.35,-0.01,1.66,0.15,0.12,1.68,0.17,0.33,1.66,
332778259,-0.31,-0.20,1.39,0.50,-0.15,1.32,-0.28,-0.22,1.45,0.49,-0.17,1.38,-0.13,-0.25,1.63,0.42,-0.22,1.60,-0.04,0.00,1.65,0.34,0.00,1.66,0.14,0.13,1.67,0.16,0.33,1.65,
332778291,-0.32,-0.20,1.38,0.49,-0.14,1.32,-0.30,-0.21,1.44,0.49,-0.17,1.37,-0.15,-0.24,1.61,0.41,-0.21,1.59,-0.05,0.00,1.64,0.33,0.00,1.66,0.13,0.13,1.67,0.15,0.33,1.65,
332778327,-0.34,-0.19,1.36,0.49,-0.14,1.32,-0.34,-0.19,1.37,0.47,-0.16,1.38,-0.17,-0.24,1.60,0.39,-0.22,1.59,-0.07,0.00,1.63,0.31,0.00,1.65,0.11,0.13,1.66,0.13,0.33,1.65,
332778359,-0.35,-0.19,1.36,0.48,-0.13,1.32,-0.33,-0.21,1.42,0.47,-0.16,1.38,-0.18,-0.24,1.60,0.38,-0.22,1.59,-0.08,0.00,1.63,0.30,0.00,1.65,0.11,0.13,1.65,0.12,0.34,1.64,
332778391,-0.36,-0.19,1.35,0.48,-0.13,1.32,-0.34,-0.20,1.40,0.46,-0.16,1.38,-0.19,-0.24,1.60,0.37,-0.22,1.59,-0.09,0.00,1.62,0.29,0.00,1.65,0.09,0.13,1.65,0.11,0.34,1.64,
332778427,-0.37,-0.19,1.35,0.47,-0.12,1.32,-0.34,-0.21,1.41,0.45,-0.16,1.38,-0.20,-0.24,1.59,0.36,-0.22,1.59,-0.10,0.00,1.62,0.28,0.00,1.65,0.08,0.13,1.64,0.10,0.34,1.64,
332778459,-0.37,-0.19,1.34,0.46,-0.12,1.31,-0.35,-0.21,1.40,0.44,-0.15,1.38,-0.21,-0.24,1.58,0.35,-0.22,1.58,-0.11,0.00,1.61,0.27,0.00,1.64,0.06,0.13,1.64,0.09,0.34,1.63,
332778491,-0.39,-0.19,1.33,0.46,-0.12,1.31,-0.36,-0.21,1.40,0.43,-0.15,1.39,-0.22,-0.25,1.58,0.33,-0.22,1.59,-0.12,0.00,1.61,0.26,0.00,1.64,0.06,0.13,1.64,0.07,0.34,1.63,
332778527,-0.40,-0.19,1.32,0.45,-0.11,1.31,-0.36,-0.21,1.39,0.42,-0.15,1.38,-0.22,-0.25,1.57,0.32,-0.22,1.58,-0.13,0.00,1.60,0.25,0.00,1.64,0.05,0.13,1.63,0.06,0.34,1.63,
332778559,-0.40,-0.19,1.32,0.44,-0.11,1.31,-0.37,-0.20,1.38,0.42,-0.15,1.39,-0.23,-0.25,1.57,0.32,-0.22,1.58,-0.14,0.00,1.60,0.23,0.01,1.64,0.04,0.13,1.63,0.06,0.34,1.62,
332778591,-0.40,-0.18,1.31,0.44,-0.11,1.31,-0.38,-0.20,1.37,0.41,-0.14,1.38,-0.25,-0.24,1.56,0.31,-0.22,1.58,-0.15,0.01,1.59,0.22,0.01,1.63,0.03,0.14,1.63,0.05,0.34,1.62,
332778627,-0.41,-0.18,1.30,0.43,-0.10,1.31,-0.38,-0.20,1.37,0.40,-0.14,1.38,-0.25,-0.24,1.56,0.30,-0.21,1.57,-0.16,0.01,1.59,0.22,0.01,1.63,0.02,0.14,1.63,0.04,0.34,1.62,
