Time Interval,Left Hand X,Left Hand Y,Left Hand Z,Right Hand X,Right Hand Y,Right Hand Z,Left Wrist X,Left Wrist Y,Left Wrist Z,Right Wrist X,Right Wrist Y,Right Wrist Z,Left Elbow X,Left Elbow Y,Left Elbow Z,Right Elbow X,Right Elbow Y,Right Elbow Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder X,Right Shoulder Y,Right Shoulder Z,Center Shoulder X,Center Shoulder Y,Center Shoulder Z,Head X,Head Y,Head Z
332551118,-0.23,0.06,1.33,0.42,0.03,1.32,-0.23,0.03,1.35,0.42,-0.04,1.35,-0.19,-0.21,1.51,0.41,-0.23,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.61,0.17,0.34,1.60,
332551150,-0.22,0.06,1.33,0.42,0.04,1.32,-0.23,0.03,1.35,0.42,-0.04,1.36,-0.19,-0.21,1.50,0.41,-0.23,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.61,0.17,0.34,1.60,
332551186,-0.22,0.08,1.34,0.42,0.05,1.33,-0.22,0.04,1.35,0.42,-0.03,1.36,-0.19,-0.21,1.50,0.41,-0.23,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.34,1.60,
332551218,-0.22,0.08,1.34,0.42,0.05,1.33,-0.22,0.00,1.39,0.41,-0.03,1.36,-0.19,-0.21,1.50,0.41,-0.23,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.60,
332551250,-0.22,0.08,1.34,0.42,0.05,1.33,-0.22,0.04,1.36,0.41,-0.03,1.37,-0.19,-0.21,1.50,0.41,-0.23,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.60,
332551286,-0.22,0.09,1.35,0.42,0.05,1.33,-0.22,0.04,1.36,0.41,-0.03,1.37,-0.19,-0.21,1.50,0.41,-0.24,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.60,
332551318,-0.22,0.08,1.34,0.42,0.05,1.33,-0.22,-0.01,1.38,0.41,-0.03,1.37,-0.19,-0.21,1.50,0.41,-0.24,1.56,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.60,
332551350,-0.22,0.07,1.34,0.42,0.04,1.33,-0.22,-0.02,1.38,0.41,-0.04,1.36,-0.19,-0.21,1.50,0.41,-0.24,1.57,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.60,
332551386,-0.23,0.06,1.33,0.42,0.02,1.32,-0.22,-0.03,1.37,0.41,-0.04,1.36,-0.19,-0.22,1.51,0.40,-0.20,1.51,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.34,1.61,
332551418,-0.23,0.04,1.32,0.42,0.00,1.32,-0.23,-0.04,1.37,0.41,-0.06,1.36,-0.19,-0.23,1.53,0.40,-0.23,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.34,1.61,
332551450,-0.24,0.02,1.31,0.42,-0.01,1.31,-0.23,-0.05,1.36,0.42,-0.07,1.35,-0.17,-0.19,1.51,0.40,-0.23,1.55,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.34,1.61,
332551486,-0.24,0.00,1.30,0.43,-0.03,1.30,-0.23,-0.07,1.35,0.42,-0.09,1.35,-0.17,-0.19,1.51,0.39,-0.26,1.59,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.34,1.61,
332551518,-0.24,-0.03,1.29,0.43,-0.06,1.29,-0.24,-0.09,1.34,0.42,-0.10,1.34,-0.16,-0.19,1.51,0.39,-0.26,1.59,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.61,
332551550,-0.27,0.00,1.21,0.43,-0.08,1.28,-0.25,-0.07,1.27,0.42,-0.14,1.34,-0.16,-0.22,1.51,0.39,-0.26,1.58,-0.04,0.00,1.58,0.33,-0.01,1.60,0.14,0.13,1.62,0.16,0.34,1.61,
332551586,-0.28,-0.10,1.24,0.44,-0.10,1.26,-0.25,-0.14,1.32,0.43,-0.15,1.34,-0.15,-0.19,1.51,0.39,-0.24,1.56,-0.04,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.61,
332551618,-0.26,-0.11,1.28,0.45,-0.12,1.25,-0.26,-0.14,1.32,0.43,-0.16,1.34,-0.15,-0.19,1.51,0.39,-0.24,1.55,-0.04,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.61,
332551650,-0.26,-0.10,1.28,0.45,-0.12,1.25,-0.25,-0.13,1.33,0.43,-0.15,1.33,-0.15,-0.20,1.51,0.39,-0.23,1.55,-0.04,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.61,
332551686,-0.26,-0.05,1.28,0.45,-0.08,1.27,-0.24,-0.11,1.34,0.43,-0.14,1.33,-0.16,-0.22,1.51,0.39,-0.24,1.56,-0.04,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.16,0.33,1.61,
332551718,-0.25,-0.02,1.29,0.45,-0.04,1.28,-0.23,-0.10,1.35,0.43,-0.09,1.32,-0.16,-0.22,1.52,0.39,-0.25,1.57,-0.04,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.15,0.33,1.61,
332551750,-0.24,0.01,1.31,0.44,-0.02,1.29,-0.23,-0.07,1.36,0.43,-0.08,1.33,-0.16,-0.23,1.52,0.40,-0.24,1.57,-0.04,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.15,0.33,1.61,
332551786,-0.24,0.03,1.32,0.43,0.00,1.31,-0.23,-0.06,1.37,0.43,-0.07,1.34,-0.16,-0.23,1.52,0.40,-0.24,1.56,-0.04,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.15,0.33,1.60,
332551818,-0.23,0.04,1.33,0.43,0.01,1.31,-0.23,-0.04,1.38,0.42,-0.06,1.35,-0.17,-0.22,1.51,0.40,-0.25,1.57,-0.05,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.15,0.33,1.60,
332551850,-0.23,0.05,1.33,0.43,0.02,1.32,-0.22,-0.04,1.38,0.42,-0.05,1.35,-0.18,-0.22,1.51,0.41,-0.23,1.54,-0.05,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.15,0.33,1.60,
332551886,-0.23,0.05,1.33,0.43,0.03,1.32,-0.22,-0.04,1.38,0.42,-0.05,1.35,-0.18,-0.22,1.51,0.41,-0.23,1.55,-0.05,0.00,1.58,0.32,-0.01,1.60,0.14,0.13,1.62,0.15,0.33,1.60,
332551918,-0.23,0.06,1.33,0.43,0.03,1.32,-0.22,-0.03,1.38,0.42,-0.04,1.35,-0.18,-0.22,1.50,0.41,-0.23,1.56,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332551954,-0.23,0.06,1.33,0.43,0.03,1.32,-0.23,-0.03,1.38,0.42,-0.04,1.35,-0.18,-0.22,1.50,0.41,-0.23,1.56,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332551986,-0.23,0.06,1.33,0.43,0.03,1.32,-0.23,-0.03,1.38,0.42,-0.04,1.35,-0.18,-0.22,1.50,0.41,-0.23,1.56,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552018,-0.23,0.06,1.32,0.43,0.03,1.32,-0.23,-0.03,1.37,0.42,-0.04,1.35,-0.19,-0.22,1.51,0.41,-0.24,1.56,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552054,-0.24,0.04,1.31,0.43,0.03,1.31,-0.23,-0.04,1.36,0.42,-0.04,1.35,-0.19,-0.22,1.51,0.41,-0.24,1.56,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552086,-0.24,0.02,1.29,0.43,0.02,1.31,-0.23,-0.05,1.35,0.42,-0.05,1.35,-0.19,-0.22,1.51,0.41,-0.24,1.57,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552118,-0.25,0.00,1.28,0.43,0.01,1.30,-0.24,-0.07,1.34,0.42,-0.06,1.35,-0.16,-0.19,1.50,0.41,-0.24,1.56,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552154,-0.25,-0.03,1.26,0.43,0.00,1.30,-0.24,-0.10,1.33,0.42,-0.07,1.34,-0.17,-0.22,1.51,0.41,-0.24,1.56,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552186,-0.26,-0.07,1.25,0.43,-0.02,1.29,-0.25,-0.13,1.32,0.42,-0.08,1.34,-0.17,-0.22,1.50,0.40,-0.25,1.58,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552218,-0.26,-0.11,1.24,0.43,-0.04,1.29,-0.25,-0.13,1.27,0.42,-0.09,1.33,-0.16,-0.22,1.50,0.40,-0.25,1.58,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552254,-0.26,-0.14,1.24,0.43,-0.06,1.28,-0.24,-0.17,1.30,0.42,-0.11,1.32,-0.16,-0.22,1.50,0.40,-0.25,1.58,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552286,-0.25,-0.17,1.25,0.43,-0.08,1.26,-0.26,-0.21,1.31,0.42,-0.13,1.31,-0.16,-0.22,1.50,0.40,-0.25,1.58,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552318,-0.25,-0.19,1.25,0.44,-0.12,1.24,-0.26,-0.22,1.31,0.42,-0.15,1.30,-0.16,-0.22,1.50,0.39,-0.24,1.55,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552354,-0.25,-0.20,1.25,0.43,-0.12,1.14,-0.26,-0.22,1.31,0.42,-0.16,1.21,-0.15,-0.21,1.51,0.40,-0.21,1.50,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552386,-0.25,-0.21,1.26,0.41,-0.15,1.21,-0.26,-0.23,1.32,0.41,-0.15,1.23,-0.15,-0.21,1.51,0.39,-0.20,1.52,-0.05,0.00,1.58,0.32,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552418,-0.25,-0.21,1.26,0.40,-0.14,1.19,-0.26,-0.23,1.32,0.39,-0.14,1.26,-0.15,-0.21,1.51,0.39,-0.23,1.54,-0.05,0.00,1.58,0.32,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552454,-0.25,-0.20,1.25,0.37,-0.11,1.29,-0.26,-0.23,1.32,0.38,-0.14,1.32,-0.15,-0.21,1.51,0.38,-0.21,1.53,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552486,-0.25,-0.19,1.25,0.34,-0.06,1.30,-0.25,-0.18,1.26,0.37,-0.11,1.31,-0.14,-0.21,1.51,0.39,-0.21,1.51,-0.05,0.00,1.58,0.32,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552518,-0.25,-0.18,1.25,0.33,-0.04,1.31,-0.26,-0.20,1.32,0.35,-0.07,1.34,-0.14,-0.22,1.51,0.39,-0.20,1.51,-0.05,0.00,1.58,0.31,0.00,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552554,-0.25,-0.17,1.25,0.32,-0.01,1.33,-0.26,-0.20,1.32,0.33,-0.04,1.34,-0.14,-0.22,1.51,0.40,-0.19,1.49,-0.05,0.00,1.58,0.30,0.00,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332552586,-0.25,-0.16,1.25,0.31,0.00,1.33,-0.26,-0.20,1.32,0.33,-0.04,1.34,-0.14,-0.22,1.51,0.43,-0.20,1.51,-0.05,0.00,1.58,0.30,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552618,-0.25,-0.16,1.24,0.30,0.01,1.34,-0.26,-0.20,1.32,0.33,-0.03,1.35,-0.14,-0.22,1.51,0.43,-0.20,1.51,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552654,-0.25,-0.16,1.24,0.30,0.02,1.34,-0.26,-0.19,1.32,0.32,-0.03,1.35,-0.14,-0.22,1.50,0.42,-0.18,1.50,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552686,-0.25,-0.16,1.24,0.30,0.02,1.34,-0.26,-0.15,1.25,0.32,-0.03,1.35,-0.14,-0.22,1.50,0.41,-0.18,1.50,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552718,-0.25,-0.16,1.24,0.30,0.02,1.34,-0.26,-0.19,1.32,0.32,-0.03,1.35,-0.14,-0.22,1.50,0.42,-0.19,1.50,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552754,-0.25,-0.16,1.24,0.30,0.02,1.34,-0.25,-0.16,1.25,0.32,-0.03,1.35,-0.14,-0.22,1.50,0.42,-0.20,1.51,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552786,-0.25,-0.16,1.24,0.31,0.01,1.33,-0.27,-0.19,1.32,0.34,-0.06,1.36,-0.14,-0.21,1.50,0.43,-0.21,1.52,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552818,-0.25,-0.16,1.24,0.32,-0.01,1.33,-0.27,-0.19,1.32,0.34,-0.07,1.36,-0.14,-0.21,1.50,0.42,-0.23,1.55,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552854,-0.25,-0.16,1.24,0.32,-0.03,1.32,-0.25,-0.17,1.25,0.34,-0.08,1.35,-0.14,-0.21,1.50,0.41,-0.24,1.57,-0.05,0.00,1.58,0.29,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552886,-0.25,-0.16,1.24,0.33,-0.04,1.32,-0.27,-0.20,1.32,0.35,-0.10,1.35,-0.14,-0.21,1.50,0.41,-0.25,1.59,-0.05,0.00,1.58,0.30,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552919,-0.25,-0.16,1.24,0.34,-0.05,1.31,-0.27,-0.20,1.32,0.36,-0.11,1.35,-0.14,-0.22,1.50,0.41,-0.26,1.59,-0.05,0.00,1.58,0.30,-0.01,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552954,-0.25,-0.16,1.24,0.35,-0.06,1.30,-0.27,-0.20,1.31,0.36,-0.11,1.34,-0.14,-0.21,1.50,0.41,-0.25,1.57,-0.05,0.00,1.58,0.30,0.00,1.59,0.13,0.13,1.61,0.15,0.33,1.60,
332552986,-0.25,-0.16,1.24,0.36,-0.08,1.29,-0.25,-0.18,1.26,0.37,-0.12,1.33,-0.14,-0.21,1.50,0.40,-0.25,1.58,-0.05,0.00,1.58,0.31,-0.01,1.60,0.13,0.13,1.61,0.15,0.33,1.60,
332553018,-0.25,-0.17,1.24,0.38,-0.10,1.28,-0.27,-0.21,1.31,0.38,-0.13,1.31,-0.14,-0.22,1.50,0.40,-0.25,1.58,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553054,-0.25,-0.17,1.24,0.40,-0.12,1.27,-0.27,-0.21,1.31,0.39,-0.13,1.29,-0.14,-0.22,1.50,0.40,-0.24,1.55,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553086,-0.25,-0.17,1.24,0.42,-0.14,1.24,-0.27,-0.21,1.31,0.42,-0.15,1.25,-0.14,-0.22,1.50,0.40,-0.22,1.54,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553122,-0.25,-0.17,1.24,0.45,-0.16,1.21,-0.27,-0.21,1.31,0.43,-0.18,1.30,-0.14,-0.22,1.50,0.40,-0.21,1.52,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553154,-0.25,-0.17,1.24,0.46,-0.16,1.20,-0.27,-0.21,1.31,0.44,-0.18,1.30,-0.14,-0.22,1.50,0.40,-0.21,1.52,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553186,-0.25,-0.17,1.24,0.48,-0.14,1.23,-0.27,-0.21,1.31,0.44,-0.17,1.30,-0.14,-0.22,1.50,0.39,-0.21,1.52,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553222,-0.25,-0.17,1.24,0.48,-0.11,1.25,-0.25,-0.18,1.25,0.45,-0.16,1.30,-0.14,-0.21,1.49,0.39,-0.22,1.53,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553254,-0.25,-0.17,1.24,0.47,-0.09,1.26,-0.25,-0.18,1.25,0.44,-0.14,1.33,-0.14,-0.22,1.49,0.38,-0.23,1.54,-0.05,0.00,1.57,0.31,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.60,
332553286,-0.25,-0.17,1.24,0.46,-0.07,1.27,-0.26,-0.16,1.23,0.44,-0.11,1.32,-0.14,-0.22,1.49,0.39,-0.24,1.56,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553322,-0.25,-0.17,1.24,0.45,-0.05,1.27,-0.26,-0.16,1.23,0.44,-0.10,1.32,-0.14,-0.21,1.49,0.39,-0.24,1.56,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553354,-0.25,-0.17,1.24,0.45,-0.05,1.28,-0.26,-0.16,1.23,0.44,-0.10,1.32,-0.14,-0.22,1.49,0.39,-0.25,1.57,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553387,-0.25,-0.17,1.24,0.45,-0.04,1.28,-0.26,-0.16,1.23,0.43,-0.10,1.32,-0.14,-0.22,1.49,0.39,-0.25,1.57,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553422,-0.25,-0.17,1.24,0.44,-0.04,1.28,-0.26,-0.16,1.23,0.43,-0.10,1.32,-0.14,-0.22,1.49,0.39,-0.25,1.57,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553454,-0.25,-0.17,1.24,0.44,-0.04,1.28,-0.25,-0.18,1.25,0.43,-0.10,1.32,-0.14,-0.22,1.49,0.39,-0.25,1.57,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553486,-0.25,-0.17,1.24,0.44,-0.04,1.28,-0.26,-0.16,1.23,0.43,-0.10,1.33,-0.14,-0.22,1.49,0.40,-0.25,1.58,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553522,-0.25,-0.17,1.24,0.44,-0.04,1.28,-0.26,-0.16,1.23,0.43,-0.10,1.33,-0.14,-0.22,1.49,0.40,-0.25,1.58,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553554,-0.25,-0.17,1.24,0.44,-0.05,1.28,-0.25,-0.17,1.24,0.43,-0.10,1.33,-0.14,-0.22,1.49,0.39,-0.25,1.58,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553586,-0.25,-0.17,1.23,0.43,-0.05,1.28,-0.26,-0.20,1.31,0.43,-0.11,1.33,-0.14,-0.22,1.49,0.39,-0.25,1.58,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.59,
332553622,-0.25,-0.17,1.23,0.43,-0.06,1.28,-0.26,-0.20,1.31,0.42,-0.11,1.32,-0.14,-0.22,1.49,0.39,-0.25,1.58,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.61,0.14,0.33,1.58,
332553654,-0.25,-0.17,1.23,0.43,-0.07,1.27,-0.26,-0.20,1.31,0.42,-0.11,1.32,-0.14,-0.22,1.49,0.39,-0.25,1.58,-0.05,0.00,1.57,0.32,-0.01,1.60,0.13,0.13,1.60,0.14,0.33,1.58,
332553687,-0.25,-0.17,1.23,0.43,-0.08,1.27,-0.26,-0.20,1.31,0.42,-0.14,1.33,-0.14,-0.22,1.49,0.39,-0.25,1.57,-0.05,0.00,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553722,-0.25,-0.17,1.23,0.43,-0.10,1.27,-0.27,-0.20,1.31,0.42,-0.15,1.34,-0.14,-0.22,1.49,0.39,-0.25,1.57,-0.05,0.00,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553754,-0.25,-0.17,1.23,0.43,-0.11,1.27,-0.27,-0.20,1.31,0.42,-0.15,1.34,-0.14,-0.22,1.49,0.38,-0.25,1.57,-0.05,0.00,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553787,-0.25,-0.17,1.23,0.43,-0.12,1.27,-0.27,-0.20,1.31,0.42,-0.16,1.34,-0.14,-0.22,1.49,0.38,-0.25,1.56,-0.05,0.00,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553822,-0.25,-0.17,1.23,0.43,-0.13,1.27,-0.27,-0.20,1.31,0.42,-0.17,1.34,-0.14,-0.22,1.49,0.38,-0.24,1.56,-0.05,0.00,1.57,0.32,0.00,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553854,-0.25,-0.17,1.23,0.43,-0.14,1.26,-0.27,-0.20,1.31,0.42,-0.18,1.33,-0.14,-0.22,1.49,0.38,-0.24,1.55,-0.05,0.00,1.57,0.32,0.00,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553886,-0.25,-0.17,1.23,0.44,-0.16,1.25,-0.27,-0.20,1.31,0.43,-0.19,1.31,-0.14,-0.22,1.49,0.38,-0.24,1.54,-0.05,0.00,1.57,0.32,0.00,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553922,-0.25,-0.17,1.23,0.46,-0.18,1.22,-0.27,-0.20,1.31,0.43,-0.19,1.31,-0.14,-0.22,1.49,0.39,-0.23,1.53,-0.05,0.00,1.57,0.31,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553954,-0.25,-0.17,1.23,0.46,-0.19,1.22,-0.27,-0.20,1.31,0.43,-0.20,1.31,-0.14,-0.22,1.49,0.39,-0.21,1.52,-0.05,0.00,1.57,0.31,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332553986,-0.25,-0.17,1.23,0.46,-0.18,1.21,-0.25,-0.18,1.25,0.44,-0.19,1.29,-0.14,-0.22,1.49,0.39,-0.21,1.52,-0.05,0.01,1.57,0.31,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332554022,-0.25,-0.17,1.23,0.46,-0.13,1.23,-0.27,-0.19,1.31,0.44,-0.18,1.29,-0.14,-0.22,1.49,0.39,-0.22,1.52,-0.05,0.01,1.57,0.31,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332554054,-0.25,-0.17,1.23,0.45,-0.09,1.25,-0.27,-0.19,1.31,0.43,-0.15,1.32,-0.14,-0.21,1.49,0.38,-0.23,1.53,-0.05,0.01,1.57,0.31,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332554086,-0.25,-0.17,1.23,0.44,-0.07,1.26,-0.27,-0.19,1.31,0.43,-0.10,1.30,-0.14,-0.21,1.49,0.38,-0.24,1.55,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332554122,-0.25,-0.17,1.23,0.43,-0.04,1.27,-0.27,-0.19,1.31,0.42,-0.10,1.31,-0.14,-0.21,1.49,0.39,-0.25,1.56,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332554156,-0.25,-0.17,1.23,0.43,-0.03,1.28,-0.27,-0.19,1.31,0.42,-0.08,1.32,-0.14,-0.21,1.49,0.39,-0.25,1.57,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.14,0.33,1.58,
332554187,-0.25,-0.17,1.23,0.42,-0.01,1.29,-0.27,-0.19,1.31,0.42,-0.08,1.33,-0.14,-0.21,1.49,0.40,-0.24,1.56,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554223,-0.25,-0.17,1.23,0.42,-0.01,1.29,-0.27,-0.19,1.31,0.42,-0.07,1.33,-0.14,-0.21,1.49,0.40,-0.24,1.55,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554255,-0.25,-0.17,1.23,0.42,0.00,1.29,-0.27,-0.19,1.31,0.42,-0.07,1.34,-0.14,-0.21,1.49,0.41,-0.24,1.55,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554286,-0.25,-0.17,1.23,0.42,0.01,1.30,-0.27,-0.19,1.31,0.42,-0.07,1.34,-0.14,-0.22,1.49,0.41,-0.24,1.55,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554322,-0.25,-0.17,1.23,0.42,0.01,1.30,-0.27,-0.19,1.31,0.42,-0.05,1.33,-0.14,-0.22,1.49,0.40,-0.19,1.50,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554354,-0.25,-0.17,1.23,0.42,0.01,1.30,-0.27,-0.19,1.31,0.42,-0.07,1.34,-0.14,-0.22,1.49,0.40,-0.23,1.54,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554390,-0.25,-0.17,1.23,0.42,0.00,1.30,-0.27,-0.19,1.31,0.42,-0.07,1.34,-0.14,-0.22,1.49,0.40,-0.23,1.54,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554422,-0.25,-0.17,1.23,0.42,0.00,1.30,-0.27,-0.19,1.31,0.42,-0.07,1.34,-0.14,-0.22,1.49,0.40,-0.23,1.54,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
332554454,-0.25,-0.17,1.23,0.42,-0.01,1.29,-0.27,-0.19,1.31,0.42,-0.06,1.32,-0.14,-0.22,1.49,0.39,-0.19,1.50,-0.05,0.01,1.57,0.32,-0.01,1.59,0.13,0.13,1.60,0.15,0.33,1.58,
